repeat,X_hat,X,eval_set,centroid,nn
0,13,21,famous_le_10m,1.0,1.0
0,13,21,famous_le_100m,0.96875,0.96875
0,13,22,famous_le_10m,1.0,1.0
0,13,22,famous_le_100m,0.96875,0.96875
0,13,23,famous_le_10m,1.0,1.0
0,13,23,famous_le_100m,0.96875,0.96875
0,14,1,famous_le_10m,0.5,0.5
0,14,1,famous_le_100m,0.5,0.5
0,14,2,famous_le_10m,0.5,0.5
0,14,2,famous_le_100m,0.5,0.5
0,14,3,famous_le_10m,0.5,0.5
0,14,3,famous_le_100m,0.5,0.5
0,14,4,famous_le_10m,0.5,0.5
0,14,4,famous_le_100m,0.5,0.5
0,14,5,famous_le_10m,0.5,0.5
0,14,5,famous_le_100m,0.5,0.5
0,14,6,famous_le_10m,0.5,0.5
0,14,6,famous_le_100m,0.5,0.5
0,14,7,famous_le_10m,0.5,0.5
0,14,7,famous_le_100m,0.5,0.5
0,14,8,famous_le_10m,1.0,1.0
