repeat,baseline,X,accuracy,fold
0,XGBClassifier,23,0.9574468085106383,0
1,XGBClassifier,23,1.0,1
2,XGBClassifier,23,1.0,2
3,XGBClassifier,23,1.0,3
4,XGBClassifier,23,1.0,4
5,XGBClassifier,23,1.0,5
6,XGBClassifier,23,1.0,6
7,XGBClassifier,23,1.0,7
8,XGBClassifier,23,0.9782608695652174,8
9,XGBClassifier,23,1.0,9
10,XGBClassifier,23,1.0,10
11,XGBClassifier,23,0.9787234042553192,11
12,XGBClassifier,23,1.0,12
13,XGBClassifier,23,1.0,13
14,XGBClassifier,23,1.0,14
15,XGBClassifier,23,1.0,15
16,XGBClassifier,23,1.0,16
17,XGBClassifier,23,0.9565217391304348,17
18,XGBClassifier,23,0.9782608695652174,18
19,XGBClassifier,23,1.0,19
20,XGBClassifier,23,1.0,20
21,XGBClassifier,23,1.0,21
22,XGBClassifier,23,0.9565217391304348,22
23,XGBClassifier,23,1.0,23
24,XGBClassifier,23,1.0,24
0,XGBClassifier,3,0.3617021276595745,0
1,XGBClassifier,3,0.3617021276595745,1
2,XGBClassifier,3,0.3695652173913043,2
3,XGBClassifier,3,0.3260869565217391,3
4,XGBClassifier,3,0.391304347826087,4
5,XGBClassifier,3,0.2978723404255319,5
6,XGBClassifier,3,0.3829787234042553,6
7,XGBClassifier,3,0.4782608695652174,7
8,XGBClassifier,3,0.3695652173913043,8
9,XGBClassifier,3,0.4130434782608695,9
10,XGBClassifier,3,0.2765957446808511,10
11,XGBClassifier,3,0.2765957446808511,11
12,XGBClassifier,3,0.217391304347826,12
13,XGBClassifier,3,0.3260869565217391,13
14,XGBClassifier,3,0.3478260869565217,14
15,XGBClassifier,3,0.3404255319148936,15
16,XGBClassifier,3,0.4468085106382978,16
17,XGBClassifier,3,0.4347826086956521,17
18,XGBClassifier,3,0.3695652173913043,18
19,XGBClassifier,3,0.217391304347826,19
20,XGBClassifier,3,0.3191489361702128,20
21,XGBClassifier,3,0.3617021276595745,21
22,XGBClassifier,3,0.3043478260869565,22
23,XGBClassifier,3,0.3260869565217391,23
24,XGBClassifier,3,0.3478260869565217,24
0,XGBClassifier,4,0.2127659574468085,0
1,XGBClassifier,4,0.3829787234042553,1
2,XGBClassifier,4,0.2608695652173913,2
3,XGBClassifier,4,0.2826086956521739,3
4,XGBClassifier,4,0.3260869565217391,4
5,XGBClassifier,4,0.3617021276595745,5
6,XGBClassifier,4,0.425531914893617,6
7,XGBClassifier,4,0.2826086956521739,7
8,XGBClassifier,4,0.3260869565217391,8
9,XGBClassifier,4,0.4130434782608695,9
10,XGBClassifier,4,0.3617021276595745,10
11,XGBClassifier,4,0.1063829787234042,11
12,XGBClassifier,4,0.3043478260869565,12
13,XGBClassifier,4,0.3478260869565217,13
14,XGBClassifier,4,0.1956521739130435,14
15,XGBClassifier,4,0.3829787234042553,15
16,XGBClassifier,4,0.3404255319148936,16
17,XGBClassifier,4,0.391304347826087,17
18,XGBClassifier,4,0.4782608695652174,18
19,XGBClassifier,4,0.3695652173913043,19
20,XGBClassifier,4,0.3404255319148936,20
21,XGBClassifier,4,0.2340425531914893,21
22,XGBClassifier,4,0.3695652173913043,22
23,XGBClassifier,4,0.3478260869565217,23
24,XGBClassifier,4,0.2391304347826087,24
0,XGBClassifier,5,0.3829787234042553,0
1,XGBClassifier,5,0.3829787234042553,1
2,XGBClassifier,5,0.4130434782608695,2
3,XGBClassifier,5,0.4347826086956521,3
4,XGBClassifier,5,0.5217391304347826,4
5,XGBClassifier,5,0.3617021276595745,5
6,XGBClassifier,5,0.4680851063829787,6
7,XGBClassifier,5,0.4130434782608695,7
8,XGBClassifier,5,0.391304347826087,8
9,XGBClassifier,5,0.391304347826087,9
10,XGBClassifier,5,0.4468085106382978,10
11,XGBClassifier,5,0.5106382978723404,11
12,XGBClassifier,5,0.5652173913043478,12
13,XGBClassifier,5,0.4130434782608695,13
14,XGBClassifier,5,0.4782608695652174,14
15,XGBClassifier,5,0.4042553191489361,15
16,XGBClassifier,5,0.4042553191489361,16
17,XGBClassifier,5,0.4782608695652174,17
18,XGBClassifier,5,0.4130434782608695,18
19,XGBClassifier,5,0.3478260869565217,19
20,XGBClassifier,5,0.3191489361702128,20
21,XGBClassifier,5,0.3191489361702128,21
22,XGBClassifier,5,0.3478260869565217,22
23,XGBClassifier,5,0.391304347826087,23
24,XGBClassifier,5,0.3478260869565217,24
0,XGBClassifier,6,0.2765957446808511,0
1,XGBClassifier,6,0.2553191489361702,1
2,XGBClassifier,6,0.2826086956521739,2
3,XGBClassifier,6,0.391304347826087,3
4,XGBClassifier,6,0.1956521739130435,4
5,XGBClassifier,6,0.4468085106382978,5
6,XGBClassifier,6,0.3404255319148936,6
7,XGBClassifier,6,0.4782608695652174,7
8,XGBClassifier,6,0.3695652173913043,8
9,XGBClassifier,6,0.3260869565217391,9
10,XGBClassifier,6,0.4468085106382978,10
11,XGBClassifier,6,0.1914893617021276,11
12,XGBClassifier,6,0.2826086956521739,12
13,XGBClassifier,6,0.3695652173913043,13
14,XGBClassifier,6,0.2826086956521739,14
15,XGBClassifier,6,0.2978723404255319,15
16,XGBClassifier,6,0.3404255319148936,16
17,XGBClassifier,6,0.391304347826087,17
18,XGBClassifier,6,0.3260869565217391,18
19,XGBClassifier,6,0.3260869565217391,19
20,XGBClassifier,6,0.3617021276595745,20
21,XGBClassifier,6,0.3617021276595745,21
22,XGBClassifier,6,0.2608695652173913,22
23,XGBClassifier,6,0.391304347826087,23
24,XGBClassifier,6,0.3260869565217391,24
0,XGBClassifier,7,0.3617021276595745,0
1,XGBClassifier,7,0.3404255319148936,1
2,XGBClassifier,7,0.2826086956521739,2
3,XGBClassifier,7,0.4130434782608695,3
4,XGBClassifier,7,0.4782608695652174,4
