zoo,feature_type,lsb,clf,accuracy,recall,precision,f1,conf_mat
svhn,losses,17,GradientBoosting,0.4660550458715596,0.7784577723378213,0.4789156626506024,0.593006993006993,"[[126 692]
 [181 636]]"
svhn,losses,17,RandomForest,0.4788990825688073,0.4785801713586291,0.4785801713586291,0.4785801713586292,"[[392 426]
 [426 391]]"
svhn,losses,18,HistGradientBoosting,0.4489296636085627,0.4455324357405141,0.4482758620689655,0.4468999386126457,"[[370 448]
 [453 364]]"
svhn,losses,18,GradientBoosting,0.4709480122324159,0.7564259485924113,0.4813084112149532,0.5882912898619705,"[[152 666]
 [199 618]]"
svhn,losses,18,RandomForest,0.473394495412844,0.4541003671970624,0.4720101781170484,0.462882096069869,"[[403 415]
 [446 371]]"
svhn,losses,19,HistGradientBoosting,0.4654434250764526,0.4663402692778458,0.4652014652014652,0.4657701711491442,"[[380 438]
 [436 381]]"
svhn,losses,19,GradientBoosting,0.4709480122324159,0.6352509179926561,0.4779005524861878,0.5454545454545454,"[[251 567]
 [298 519]]"
svhn,losses,19,RandomForest,0.4837920489296636,0.4602203182374541,0.4826700898587933,0.4711779448621553,"[[415 403]
 [441 376]]"
svhn,losses,20,HistGradientBoosting,0.4856269113149847,0.5030599755201959,0.4858156028368794,0.4942874323511726,"[[383 435]
 [406 411]]"
svhn,losses,20,GradientBoosting,0.4990825688073395,0.6878824969400245,0.4991119005328597,0.5784868759650026,"[[254 564]
 [255 562]]"
svhn,losses,20,RandomForest,0.4984709480122324,0.4969400244798042,0.498159509202454,0.4975490196078432,"[[409 409]
 [411 406]]"
svhn,losses,21,HistGradientBoosting,0.5529051987767584,0.6266829865361077,0.5458422174840085,0.5834757834757834,"[[392 426]
 [305 512]]"
svhn,losses,21,GradientBoosting,0.5785932721712538,0.6303549571603427,0.5709534368070953,0.5991855730075625,"[[431 387]
 [302 515]]"
svhn,losses,21,RandomForest,0.5345565749235474,0.5361077111383109,0.5341463414634147,0.5351252290775811,"[[436 382]
 [379 438]]"
svhn,losses,22,HistGradientBoosting,0.818348623853211,0.8347613219094248,0.8080568720379147,0.8211920529801325,"[[656 162]
 [135 682]]"
svhn,losses,22,GradientBoosting,0.8244648318042813,0.8188494492044064,0.8279702970297029,0.8233846153846154,"[[679 139]
 [148 669]]"
svhn,losses,22,RandomForest,0.7602446483180428,0.7478580171358629,0.766624843161857,0.7571251548946717,"[[632 186]
 [206 611]]"
svhn,losses,23,HistGradientBoosting,0.9675840978593272,0.97796817625459,0.9580335731414868,0.9678982434887948,"[[783  35]
 [ 18 799]]"
svhn,losses,23,GradientBoosting,0.9700305810397554,0.9718482252141984,0.9682926829268292,0.9700671960904091,"[[792  26]
 [ 23 794]]"
svhn,losses,23,RandomForest,0.9553516819571866,0.9510403916768666,0.9592592592592591,0.9551321450522434,"[[785  33]
 [ 40 777]]"
svhn,weights,1,HistGradientBoosting,0.1223241590214067,0.1150550795593635,0.1166253101736972,0.1158348736906962,"[[106 712]
 [723  94]]"
svhn,weights,1,RandomForest,0.1045871559633027,0.0917992656058751,0.0941028858218318,0.0929368029739776,"[[ 96 722]
 [742  75]]"
svhn,weights,2,HistGradientBoosting,0.1266055045871559,0.1199510403916768,0.1214374225526641,0.1206896551724138,"[[109 709]
 [719  98]]"
svhn,weights,2,RandomForest,0.1272171253822629,0.1138310893512851,0.1168341708542713,0.1153130812151271,"[[115 703]
 [724  93]]"
svhn,weights,3,HistGradientBoosting,0.1253822629969418,0.1272949816401468,0.1266747868453105,0.1269841269841269,"[[101 717]
 [713 104]]"
svhn,weights,3,RandomForest,0.12782874617737,0.1236230110159118,0.1245376078914919,0.124078624078624,"[[108 710]
 [716 101]]"
svhn,weights,4,HistGradientBoosting,0.1272171253822629,0.1285189718482252,0.1280487804878048,0.1282834453268173,"[[103 715]
 [712 105]]"
svhn,weights,4,RandomForest,0.12782874617737,0.1211750305997552,0.1226765799256505,0.1219211822660098,"[[110 708]
 [718  99]]"
svhn,weights,5,HistGradientBoosting,0.1253822629969418,0.1199510403916768,0.1211372064276885,0.1205412054120541,"[[107 711]
 [719  98]]"
svhn,weights,5,RandomForest,0.1296636085626911,0.1248470012239902,0.1259259259259259,0.1253841425937308,"[[110 708]
 [715 102]]"
svhn,weights,6,HistGradientBoosting,0.1229357798165137,0.1150550795593635,0.1167701863354037,0.1159062885326757,"[[107 711]
 [723  94]]"
svhn,weights,6,RandomForest,0.1290519877675841,0.1260709914320685,0.1266912669126691,0.1263803680981595,"[[108 710]
 [714 103]]"
svhn,weights,7,HistGradientBoosting,0.1290519877675841,0.1309669522643818,0.1303288672350791,0.1306471306471306,"[[104 714]
 [710 107]]"
svhn,weights,7,RandomForest,0.128440366972477,0.1236230110159118,0.1246913580246913,0.1241548862937922,"[[109 709]
 [716 101]]"
svhn,weights,8,HistGradientBoosting,0.12782874617737,0.1334149326805385,0.1318016928657799,0.132603406326034,"[[100 718]
 [708 109]]"
svhn,weights,8,RandomForest,0.128440366972477,0.1285189718482252,0.128361858190709,0.1284403669724771,"[[105 713]
 [712 105]]"
svhn,weights,9,HistGradientBoosting,0.1272171253822629,0.1272949816401468,0.1271393643031785,0.1272171253822629,"[[104 714]
 [713 104]]"
svhn,weights,9,RandomForest,0.1272171253822629,0.1297429620563035,0.1289537712895377,0.1293471629042099,"[[102 716]
 [711 106]]"
svhn,weights,10,HistGradientBoosting,0.1259938837920489,0.1260709914320685,0.1259168704156479,0.1259938837920489,"[[103 715]
 [714 103]]"
svhn,weights,10,RandomForest,0.128440366972477,0.1187270501835985,0.1209476309226932,0.1198270537368746,"[[113 705]
 [720  97]]"
svhn,weights,11,HistGradientBoosting,0.1272171253822629,0.1248470012239902,0.1253071253071253,0.1250766400980993,"[[106 712]
 [715 102]]"
svhn,weights,11,RandomForest,0.1302752293577981,0.1260709914320685,0.127003699136868,0.1265356265356265,"[[110 708]
 [714 103]]"
svhn,weights,12,HistGradientBoosting,0.128440366972477,0.1321909424724602,0.1310679611650485,0.1316270566727605,"[[102 716]
 [709 108]]"
svhn,weights,12,RandomForest,0.1290519877675841,0.1236230110159118,0.1248454882571075,0.1242312423124231,"[[110 708]
 [716 101]]"
svhn,weights,13,HistGradientBoosting,0.1308868501529052,0.1285189718482252,0.128992628992629,0.1287553648068669,"[[109 709]
 [712 105]]"
svhn,weights,13,RandomForest,0.1290519877675841,0.1346389228886169,0.1330108827085852,0.1338199513381995,"[[101 717]
 [707 110]]"
svhn,weights,14,HistGradientBoosting,0.1253822629969418,0.1309669522643818,0.1293833131801693,0.1301703163017031,"[[ 98 720]
 [710 107]]"
svhn,weights,14,RandomForest,0.1296636085626911,0.1236230110159118,0.125,0.1243076923076923,"[[111 707]
 [716 101]]"
svhn,weights,15,HistGradientBoosting,0.1351681957186544,0.1297429620563035,0.1310259579728059,0.1303813038130381,"[[115 703]
 [711 106]]"
svhn,weights,15,RandomForest,0.1296636085626911,0.1260709914320685,0.1268472906403941,0.1264579496623695,"[[109 709]
 [714 103]]"
svhn,weights,16,HistGradientBoosting,0.1553516819571865,0.1529987760097919,0.1535626535626535,0.1532801961986511,"[[129 689]
 [692 125]]"
svhn,weights,16,RandomForest,0.1327217125382263,0.1321909424724602,0.1321909424724602,0.1321909424724602,"[[109 709]
 [709 108]]"
svhn,weights,17,HistGradientBoosting,0.3908256880733945,0.423500611995104,0.3972445464982778,0.4099526066350711,"[[293 525]
 [471 346]]"
svhn,weights,17,RandomForest,0.1363914373088685,0.1346389228886169,0.1349693251533742,0.1348039215686274,"[[113 705]
 [707 110]]"
svhn,weights,18,HistGradientBoosting,0.9223241590214069,0.9473684210526316,0.902097902097902,0.924179104477612,"[[734  84]
 [ 43 774]]"
svhn,weights,18,RandomForest,0.1474006116207951,0.1615667074663402,0.1569560047562425,0.1592279855247285,"[[109 709]
 [685 132]]"
svhn,weights,19,HistGradientBoosting,0.9963302752293578,1.0,0.9927095990279464,0.9963414634146344,"[[812   6]
 [  0 817]]"
svhn,weights,19,RandomForest,0.182262996941896,0.1909424724602203,0.1875,0.189205579138872,"[[142 676]
 [661 156]]"
svhn,weights,20,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
svhn,weights,20,RandomForest,0.5761467889908257,0.6450428396572827,0.5666666666666667,0.6033199771036061,"[[415 403]
 [290 527]]"
svhn,weights,21,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
svhn,weights,21,RandomForest,0.9712538226299694,0.981640146878825,0.9616306954436452,0.9715324046032708,"[[786  32]
 [ 15 802]]"
svhn,weights,22,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
svhn,weights,22,RandomForest,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
svhn,weights,23,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
svhn,weights,23,RandomForest,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
mnist,weights,1,GradientBoosting,0.2615,0.249,0.2553846153846154,0.2521518987341772,"[[274 726]
 [751 249]]"
mnist,weights,2,GradientBoosting,0.257,0.243,0.25,0.2464503042596348,"[[271 729]
 [757 243]]"
mnist,weights,3,GradientBoosting,0.273,0.265,0.2693089430894309,0.2671370967741935,"[[281 719]
 [735 265]]"
mnist,weights,4,GradientBoosting,0.2865,0.278,0.2828077314343845,0.2803832576903681,"[[295 705]
 [722 278]]"
mnist,weights,5,GradientBoosting,0.283,0.279,0.28125,0.2801204819277108,"[[287 713]
 [721 279]]"
mnist,weights,6,GradientBoosting,0.2825,0.244,0.2643553629469122,0.2537701508060322,"[[321 679]
 [756 244]]"
mnist,weights,7,GradientBoosting,0.2755,0.262,0.2692702980472765,0.2655854029396857,"[[289 711]
 [738 262]]"
mnist,weights,8,GradientBoosting,0.2785,0.311,0.292018779342723,0.3012106537530266,"[[246 754]
 [689 311]]"
mnist,weights,9,GradientBoosting,0.296,0.286,0.2918367346938775,0.2888888888888888,"[[306 694]
 [714 286]]"
mnist,weights,10,GradientBoosting,0.2885,0.266,0.2785340314136125,0.2721227621483376,"[[311 689]
 [734 266]]"
mnist,weights,11,GradientBoosting,0.2815,0.268,0.2754367934224049,0.2716675114039534,"[[295 705]
 [732 268]]"
mnist,weights,12,GradientBoosting,0.2915,0.301,0.2953876349362119,0.2981674096087172,"[[282 718]
 [699 301]]"
mnist,weights,13,GradientBoosting,0.3035,0.304,0.3036963036963037,0.3038480759620189,"[[303 697]
 [696 304]]"
mnist,weights,14,GradientBoosting,0.301,0.255,0.2808370044052863,0.2672955974842768,"[[347 653]
 [745 255]]"
mnist,weights,15,GradientBoosting,0.319,0.264,0.2966292134831461,0.2793650793650793,"[[374 626]
 [736 264]]"
mnist,weights,16,GradientBoosting,0.375,0.425,0.3863636363636363,0.4047619047619047,"[[325 675]
 [575 425]]"
mnist,weights,17,GradientBoosting,0.6285,0.627,0.6288866599799399,0.627941912869304,"[[630 370]
 [373 627]]"
mnist,weights,18,GradientBoosting,0.9585,0.954,0.9626639757820384,0.958312405826218,"[[963  37]
 [ 46 954]]"
mnist,weights,19,GradientBoosting,0.996,0.997,0.99500998003992,0.996003996003996,"[[995   5]
 [  3 997]]"
mnist,weights,20,GradientBoosting,0.998,0.998,0.998,0.998,"[[998   2]
 [  2 998]]"
mnist,weights,21,GradientBoosting,0.9995,0.999,1.0,0.9994997498749374,"[[1000    0]
 [   1  999]]"
mnist,weights,22,GradientBoosting,0.999,0.999,0.999,0.999,"[[999   1]
 [  1 999]]"
mnist,weights,23,GradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,1,GradientBoosting,0.2505,0.238,0.2441025641025641,0.2410126582278481,"[[263 737]
 [762 238]]"
stl10,weights,2,GradientBoosting,0.257,0.242,0.2494845360824742,0.2456852791878172,"[[272 728]
 [758 242]]"
stl10,weights,3,GradientBoosting,0.262,0.273,0.2671232876712329,0.2700296735905044,"[[251 749]
 [727 273]]"
stl10,weights,4,GradientBoosting,0.2545,0.244,0.2492339121552604,0.2465891864578069,"[[265 735]
 [756 244]]"
stl10,weights,5,GradientBoosting,0.2735,0.289,0.2803103782735208,0.2845888724766124,"[[258 742]
 [711 289]]"
stl10,weights,6,GradientBoosting,0.2735,0.268,0.2709807886754297,0.269482151835093,"[[279 721]
 [732 268]]"
stl10,weights,7,GradientBoosting,0.2725,0.299,0.2839506172839506,0.2912810521188504,"[[246 754]
 [701 299]]"
stl10,weights,8,GradientBoosting,0.2785,0.284,0.2809099901088032,0.2824465440079562,"[[273 727]
 [716 284]]"
stl10,weights,9,GradientBoosting,0.2815,0.284,0.2825870646766169,0.2832917705735661,"[[279 721]
 [716 284]]"
stl10,weights,10,GradientBoosting,0.279,0.276,0.2776659959758551,0.2768304914744232,"[[282 718]
 [724 276]]"
stl10,weights,11,GradientBoosting,0.294,0.298,0.2956349206349206,0.296812749003984,"[[290 710]
 [702 298]]"
stl10,weights,12,GradientBoosting,0.2945,0.321,0.3048433048433048,0.3127131027764247,"[[268 732]
 [679 321]]"
stl10,weights,13,GradientBoosting,0.3125,0.354,0.3268698060941828,0.3398943831012962,"[[271 729]
 [646 354]]"
stl10,weights,14,GradientBoosting,0.35,0.355,0.3514851485148514,0.3532338308457711,"[[345 655]
 [645 355]]"
stl10,weights,15,GradientBoosting,0.4085,0.522,0.4254278728606357,0.4687920969914683,"[[295 705]
 [478 522]]"
stl10,weights,16,GradientBoosting,0.477,0.689,0.4838483146067415,0.5684818481848184,"[[265 735]
 [311 689]]"
stl10,weights,17,GradientBoosting,0.659,0.588,0.6853146853146853,0.6329386437029063,"[[730 270]
 [412 588]]"
stl10,weights,18,GradientBoosting,0.8565,0.901,0.8273645546372819,0.8626136907611297,"[[812 188]
 [ 99 901]]"
stl10,weights,19,GradientBoosting,0.9645,0.97,0.9594460929772504,0.9646941819990054,"[[959  41]
 [ 30 970]]"
stl10,weights,20,GradientBoosting,0.9945,0.993,0.995987963891675,0.9944917376064096,"[[996   4]
 [  7 993]]"
stl10,weights,21,GradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,22,GradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,23,GradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
cifar10,weights,1,GradientBoosting,0.24,0.229,0.2341513292433537,0.2315470171890798,"[[251 749]
 [771 229]]"
cifar10,weights,2,GradientBoosting,0.251,0.254,0.2524850894632207,0.2532402791625124,"[[248 752]
 [746 254]]"
cifar10,weights,3,GradientBoosting,0.26,0.27,0.2647058823529412,0.2673267326732673,"[[250 750]
 [730 270]]"
cifar10,weights,4,GradientBoosting,0.27,0.296,0.2813688212927757,0.2884990253411306,"[[244 756]
 [704 296]]"
cifar10,weights,5,GradientBoosting,0.275,0.275,0.275,0.275,"[[275 725]
 [725 275]]"
cifar10,weights,6,GradientBoosting,0.2695,0.249,0.2596454640250261,0.2542113323124043,"[[290 710]
 [751 249]]"
cifar10,weights,7,GradientBoosting,0.267,0.275,0.2706692913385827,0.2728174603174603,"[[259 741]
 [725 275]]"
cifar10,weights,8,GradientBoosting,0.267,0.295,0.2793560606060606,0.2869649805447471,"[[239 761]
 [705 295]]"
cifar10,weights,9,GradientBoosting,0.27,0.283,0.2758284600389863,0.2793682132280355,"[[257 743]
 [717 283]]"
cifar10,weights,10,GradientBoosting,0.283,0.301,0.2905405405405405,0.2956777996070727,"[[265 735]
 [699 301]]"
cifar10,weights,11,GradientBoosting,0.2875,0.275,0.282051282051282,0.2784810126582278,"[[300 700]
 [725 275]]"
cifar10,weights,12,GradientBoosting,0.299,0.319,0.3067307692307692,0.3127450980392157,"[[279 721]
 [681 319]]"
cifar10,weights,13,GradientBoosting,0.2955,0.316,0.3035542747358309,0.3096521313081822,"[[275 725]
 [684 316]]"
cifar10,weights,14,GradientBoosting,0.3235,0.341,0.3294685990338164,0.3351351351351351,"[[306 694]
 [659 341]]"
cifar10,weights,15,GradientBoosting,0.3685,0.377,0.3706981317600786,0.3738225086762519,"[[360 640]
 [623 377]]"
cifar10,weights,16,GradientBoosting,0.4335,0.635,0.4526015680684248,0.5285060341240116,"[[232 768]
 [365 635]]"
cifar10,weights,17,GradientBoosting,0.535,0.795,0.5230263157894737,0.6309523809523809,"[[275 725]
 [205 795]]"
cifar10,weights,18,GradientBoosting,0.6305,0.582,0.6445182724252492,0.6116657908565424,"[[679 321]
 [418 582]]"
cifar10,weights,19,GradientBoosting,0.8835,0.896,0.8741463414634146,0.8849382716049383,"[[871 129]
 [104 896]]"
cifar10,weights,20,GradientBoosting,0.976,0.979,0.9731610337972167,0.9760717846460616,"[[973  27]
 [ 21 979]]"
cifar10,weights,21,GradientBoosting,0.9995,1.0,0.999000999000999,0.9995002498750626,"[[ 999    1]
 [   0 1000]]"
cifar10,weights,22,GradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
cifar10,weights,23,GradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
svhn,weights,1,GradientBoosting,0.2489296636085627,0.2350061199510404,0.2415094339622641,0.238213399503722,"[[215 603]
 [625 192]]"
svhn,weights,2,GradientBoosting,0.2568807339449541,0.2325581395348837,0.2442159383033419,0.238244514106583,"[[230 588]
 [627 190]]"
svhn,weights,3,GradientBoosting,0.256269113149847,0.2166462668298653,0.2350597609561753,0.2254777070063694,"[[242 576]
 [640 177]]"
svhn,weights,4,GradientBoosting,0.25565749235474,0.2692778457772338,0.2619047619047619,0.2655401327700664,"[[198 620]
 [597 220]]"
svhn,weights,5,GradientBoosting,0.2672782874617737,0.219094247246022,0.2422192151556157,0.2300771208226221,"[[258 560]
 [638 179]]"
svhn,weights,6,GradientBoosting,0.255045871559633,0.200734394124847,0.2249657064471879,0.2121604139715394,"[[253 565]
 [653 164]]"
svhn,weights,7,GradientBoosting,0.2574923547400611,0.1982864137086903,0.2246879334257975,0.2106631989596879,"[[259 559]
 [655 162]]"
svhn,weights,8,GradientBoosting,0.2593272171253822,0.2570379436964504,0.257985257985258,0.2575107296137339,"[[214 604]
 [607 210]]"
svhn,weights,9,GradientBoosting,0.2599388379204893,0.204406364749082,0.2297111416781293,0.216321243523316,"[[258 560]
 [650 167]]"
svhn,weights,10,GradientBoosting,0.2660550458715596,0.2129742962056303,0.2380300957592339,0.2248062015503875,"[[261 557]
 [643 174]]"
svhn,weights,11,GradientBoosting,0.2672782874617737,0.2362301101591187,0.2516297262059974,0.2436868686868687,"[[244 574]
 [624 193]]"
svhn,weights,12,GradientBoosting,0.2599388379204893,0.2313341493268053,0.245136186770428,0.2380352644836272,"[[236 582]
 [628 189]]"
svhn,weights,13,GradientBoosting,0.2525993883792048,0.2203182374541003,0.2352941176470588,0.2275600505689001,"[[233 585]
 [637 180]]"
svhn,weights,14,GradientBoosting,0.2489296636085627,0.2313341493268053,0.2395437262357414,0.2353673723536737,"[[218 600]
 [628 189]]"
svhn,weights,15,GradientBoosting,0.272782874617737,0.2545899632802937,0.2639593908629442,0.259190031152648,"[[238 580]
 [609 208]]"
svhn,weights,16,GradientBoosting,0.2886850152905199,0.3378212974296206,0.3073496659242761,0.321865889212828,"[[196 622]
 [541 276]]"
svhn,weights,17,GradientBoosting,0.3810397553516819,0.401468788249694,0.3854289071680376,0.3932853717026379,"[[295 523]
 [489 328]]"
svhn,weights,18,GradientBoosting,0.671559633027523,0.7050183598531212,0.6605504587155964,0.6820603907637657,"[[522 296]
 [241 576]]"
svhn,weights,19,GradientBoosting,0.944954128440367,0.96328029375765,0.9291617473435656,0.9459134615384616,"[[758  60]
 [ 30 787]]"
svhn,weights,20,GradientBoosting,0.9932721712538226,1.0,0.9867149758454108,0.9933130699088144,"[[807  11]
 [  0 817]]"
svhn,weights,21,GradientBoosting,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
svhn,weights,22,GradientBoosting,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
svhn,weights,23,GradientBoosting,1.0,1.0,1.0,1.0,"[[818   0]
 [  0 817]]"
