repeat,X_hat,X,centroid,nn
8,22,0,0.72,0.85
8,22,22,0.9833333333333332,0.9666666666666668
9,22,0,1.0,0.9933333333333332
9,22,22,1.0,1.0
5,23,0,1.0,1.0
5,23,23,1.0,0.75
6,23,0,1.0,1.0
6,23,23,1.0,1.0
7,23,0,1.0,1.0
7,23,23,1.0,0.94
8,23,0,1.0,1.0
8,23,23,1.0,1.0
9,23,0,1.0,1.0
9,23,23,1.0,1.0
10,1,0,0.5966666666666667,0.96
10,1,1,0.4066666666666667,0.03
11,1,0,0.57,0.03
11,1,1,0.4266666666666667,0.96
12,1,0,0.7166666666666667,0.9866666666666668
12,1,1,0.2833333333333333,0.0033333333333333
13,1,0,0.59,0.9133333333333332
13,1,1,0.4,0.0766666666666666
14,1,0,0.6933333333333334,0.8566666666666667
14,1,1,0.2966666666666667,0.1333333333333333
10,2,0,0.63,0.95
10,2,2,0.36,0.04
11,2,0,0.5933333333333334,0.0033333333333333
11,2,2,0.4033333333333333,0.9866666666666668
12,2,0,0.3566666666666667,0.0666666666666666
12,2,2,0.6233333333333333,0.9233333333333332
13,2,0,0.5266666666666666,0.77
13,2,2,0.47,0.2233333333333333
14,2,0,0.66,0.5666666666666667
14,2,2,0.3366666666666666,0.44
10,3,0,0.64,0.0166666666666666
10,3,3,0.3566666666666667,0.9766666666666668
11,3,0,0.63,0.2333333333333333
11,3,3,0.35,0.7566666666666667
12,3,0,0.6766666666666666,0.4033333333333333
12,3,3,0.31,0.5866666666666667
13,3,0,0.69,0.6333333333333333
13,3,3,0.3,0.34
14,3,0,0.51,0.42
14,3,3,0.4566666666666666,0.5766666666666667
10,4,0,0.6,0.9266666666666666
10,4,4,0.35,0.06
11,4,0,0.6233333333333333,0.7966666666666666
11,4,4,0.3566666666666667,0.1933333333333333
12,4,0,0.5633333333333334,0.8933333333333333
12,4,4,0.3433333333333333,0.0766666666666666
13,4,0,0.6133333333333333,0.3833333333333333
13,4,4,0.3166666666666666,0.5566666666666666
14,4,0,0.6366666666666667,0.99
14,4,4,0.3466666666666667,0.0
10,5,0,0.39,0.99
10,5,5,0.61,0.0
11,5,0,0.3333333333333333,0.4633333333333333
11,5,5,0.6066666666666667,0.5066666666666667
12,5,0,0.6066666666666667,0.4133333333333333
12,5,5,0.39,0.58
13,5,0,0.3833333333333333,0.9366666666666666
13,5,5,0.6133333333333333,0.07
14,5,0,0.6733333333333333,0.4966666666666666
14,5,5,0.3333333333333333,0.5066666666666667
10,6,0,0.5,0.9733333333333334
10,6,6,0.44,0.0133333333333333
11,6,0,0.7,0.37
11,6,6,0.2666666666666666,0.6333333333333333
12,6,0,0.59,0.9866666666666668
12,6,6,0.34,0.0066666666666666
13,6,0,0.4966666666666666,0.0
13,6,6,0.4666666666666667,0.9933333333333332
14,6,0,0.5966666666666667,0.01
14,6,6,0.3933333333333333,0.9733333333333334
10,7,0,0.44,0.33
10,7,7,0.58,0.68
11,7,0,0.7633333333333333,0.91
11,7,7,0.31,0.1333333333333333
12,7,0,0.65,0.9233333333333332
12,7,7,0.4766666666666667,0.06
13,7,0,0.6266666666666667,0.7533333333333333
13,7,7,0.4133333333333333,0.3166666666666666
14,7,0,0.61,0.1133333333333333
14,7,7,0.4666666666666667,0.85
10,8,0,1.0,1.0
10,8,8,1.0,1.0
11,8,0,0.95,0.91
11,8,8,1.0,1.0
12,8,0,1.0,1.0
12,8,8,0.9966666666666668,0.99
13,8,0,1.0,1.0
13,8,8,1.0,1.0
14,8,0,0.98,0.9666666666666668
14,8,8,1.0,1.0
10,9,0,0.9466666666666668,0.83
10,9,9,0.99,0.9966666666666668
11,9,0,0.88,0.0066666666666666
11,9,9,0.9766666666666668,0.9766666666666668
12,9,0,0.97,0.77
12,9,9,0.9866666666666668,1.0
13,9,0,0.9533333333333334,0.9933333333333332
13,9,9,0.9933333333333332,0.9733333333333334
14,9,0,0.9433333333333334,0.9966666666666668
14,9,9,0.8333333333333334,0.21
10,10,0,0.5633333333333334,0.1633333333333333
10,10,10,0.84,0.96
11,10,0,0.91,0.7266666666666667
11,10,10,0.9333333333333332,0.99
12,10,0,0.98,0.9966666666666668
12,10,10,0.9966666666666668,0.96
13,10,0,0.8133333333333334,0.8166666666666667
13,10,10,0.9,0.8866666666666667
14,10,0,0.8933333333333333,0.7233333333333334
14,10,10,0.95,0.99
10,11,0,0.9833333333333332,0.9966666666666668
10,11,11,0.99,0.93
11,11,0,0.9466666666666668,0.15
11,11,11,0.99,0.9966666666666668
12,11,0,0.7733333333333333,0.9766666666666668
12,11,11,0.6,0.1033333333333333
13,11,0,0.6766666666666666,0.7566666666666667
13,11,11,0.9733333333333334,0.92
14,11,0,0.96,0.9966666666666668
14,11,11,0.99,0.9166666666666666
10,12,0,1.0,1.0
10,12,12,1.0,1.0
11,12,0,1.0,1.0
11,12,12,1.0,1.0
12,12,0,1.0,0.97
12,12,12,1.0,1.0
13,12,0,1.0,1.0
13,12,12,1.0,1.0
14,12,0,1.0,1.0
14,12,12,0.9966666666666668,0.8133333333333334
10,13,0,0.9866666666666668,1.0
10,13,13,0.99,0.75
11,13,0,0.99,0.99
11,13,13,0.9966666666666668,0.9966666666666668
12,13,0,0.9966666666666668,0.9733333333333334
12,13,13,1.0,1.0
13,13,0,0.9866666666666668,1.0
13,13,13,0.9933333333333332,0.6933333333333334
14,13,0,0.96,0.9166666666666666
14,13,13,0.9933333333333332,0.9933333333333332
10,14,0,0.87,0.9966666666666668
10,14,14,0.93,0.1266666666666666
11,14,0,0.9466666666666668,1.0
11,14,14,0.9766666666666668,0.6266666666666667
12,14,0,0.9133333333333332,0.7966666666666666
12,14,14,0.9933333333333332,0.9966666666666668
13,14,0,0.9733333333333334,1.0
13,14,14,0.9933333333333332,0.7166666666666667
14,14,0,0.8033333333333333,0.3666666666666666
14,14,14,0.94,0.21
10,15,0,0.9966666666666668,0.9966666666666668
10,15,15,1.0,1.0
11,15,0,1.0,1.0
11,15,15,1.0,1.0
12,15,0,0.9966666666666668,0.99
12,15,15,0.9966666666666668,1.0
13,15,0,0.7966666666666666,0.79
13,15,15,0.6566666666666666,0.6633333333333333
14,15,0,0.99,0.95
14,15,15,0.9966666666666668,1.0
10,16,0,1.0,1.0
10,16,16,1.0,1.0
11,16,0,1.0,1.0
11,16,16,1.0,1.0
12,16,0,1.0,1.0
12,16,16,1.0,1.0
13,16,0,1.0,0.9866666666666668
13,16,16,1.0,1.0
14,16,0,1.0,1.0
14,16,16,1.0,1.0
10,17,0,1.0,0.9966666666666668
10,17,17,1.0,1.0
11,17,0,1.0,1.0
11,17,17,1.0,0.8733333333333333
12,17,0,1.0,0.9866666666666668
12,17,17,1.0,1.0
13,17,0,0.8866666666666667,0.9066666666666666
13,17,17,0.9966666666666668,0.9933333333333332
14,17,0,1.0,1.0
14,17,17,1.0,0.9966666666666668
10,18,0,0.95,0.93
10,18,18,0.79,0.8666666666666667
11,18,0,1.0,1.0
11,18,18,1.0,1.0
12,18,0,1.0,1.0
12,18,18,1.0,0.9833333333333332
13,18,0,0.96,0.9766666666666668
13,18,18,0.9333333333333332,0.9033333333333332
14,18,0,1.0,1.0
14,18,18,1.0,1.0
10,19,0,1.0,1.0
10,19,19,1.0,1.0
11,19,0,1.0,0.9366666666666666
11,19,19,1.0,1.0
12,19,0,1.0,1.0
12,19,19,1.0,0.9933333333333332
13,19,0,1.0,1.0
13,19,19,1.0,1.0
14,19,0,1.0,1.0
14,19,19,1.0,1.0
10,20,0,1.0,1.0
10,20,20,1.0,1.0
11,20,0,1.0,1.0
11,20,20,1.0,1.0
12,20,0,0.89,0.8366666666666667
12,20,20,0.9933333333333332,0.9966666666666668
13,20,0,0.9966666666666668,0.99
13,20,20,1.0,1.0
14,20,0,1.0,1.0
14,20,20,1.0,1.0
10,21,0,1.0,0.9866666666666668
10,21,21,1.0,1.0
11,21,0,1.0,1.0
11,21,21,1.0,1.0
12,21,0,1.0,0.9966666666666668
12,21,21,0.9966666666666668,0.59
13,21,0,1.0,1.0
13,21,21,1.0,0.9633333333333334
14,21,0,1.0,1.0
14,21,21,1.0,1.0
10,22,0,1.0,1.0
10,22,22,1.0,1.0
11,22,0,1.0,1.0
11,22,22,1.0,1.0
12,22,0,1.0,1.0
12,22,22,1.0,1.0
13,22,0,1.0,1.0
13,22,22,1.0,1.0
14,22,0,1.0,1.0
14,22,22,1.0,0.9833333333333332
10,23,0,1.0,1.0
10,23,23,1.0,1.0
11,23,0,1.0,1.0
11,23,23,1.0,0.91
12,23,0,0.9966666666666668,1.0
12,23,23,1.0,0.7466666666666667
13,23,0,1.0,1.0
13,23,23,1.0,1.0
14,23,0,1.0,1.0
14,23,23,1.0,1.0
15,1,0,0.37,0.2833333333333333
15,1,1,0.6233333333333333,0.71
16,1,0,0.4966666666666666,0.5166666666666667
16,1,1,0.5,0.4633333333333333
17,1,0,0.6433333333333333,0.8866666666666667
17,1,1,0.35,0.1033333333333333
18,1,0,0.74,0.99
18,1,1,0.25,0.0
19,1,0,0.6166666666666667,0.9666666666666668
19,1,1,0.3733333333333333,0.0266666666666666
15,2,0,0.57,0.77
15,2,2,0.4233333333333333,0.2133333333333333
16,2,0,0.5566666666666666,0.0
16,2,2,0.44,0.99
17,2,0,0.77,0.1033333333333333
17,2,2,0.2166666666666666,0.8866666666666667
18,2,0,0.5733333333333334,0.59
18,2,2,0.4166666666666667,0.4033333333333333
19,2,0,0.7766666666666666,0.4966666666666666
19,2,2,0.2166666666666666,0.4933333333333333
15,3,0,0.64,0.43
15,3,3,0.3466666666666667,0.55
16,3,0,0.7033333333333334,0.1233333333333333
16,3,3,0.2833333333333333,0.8633333333333333
17,3,0,0.4866666666666667,0.5866666666666667
17,3,3,0.5066666666666667,0.4033333333333333
18,3,0,0.6,0.38
18,3,3,0.39,0.6033333333333334
19,3,0,0.6966666666666667,0.0333333333333333
19,3,3,0.2933333333333333,0.9533333333333334
15,4,0,0.7033333333333334,0.4766666666666667
15,4,4,0.22,0.44
16,4,0,0.7466666666666667,0.92
16,4,4,0.2033333333333333,0.0566666666666666
17,4,0,0.3833333333333333,0.2466666666666666
17,4,4,0.58,0.7166666666666667
18,4,0,0.6,0.6866666666666666
18,4,4,0.3266666666666666,0.26
19,4,0,0.5933333333333334,0.75
19,4,4,0.3433333333333333,0.1966666666666666
15,5,0,0.6433333333333333,0.95
15,5,5,0.3233333333333333,0.0466666666666666
16,5,0,0.5633333333333334,0.99
16,5,5,0.4266666666666667,0.0
17,5,0,0.6766666666666666,0.98
17,5,5,0.3033333333333333,0.01
18,5,0,0.68,0.0166666666666666
18,5,5,0.3066666666666666,0.9766666666666668
19,5,0,0.6066666666666667,0.0066666666666666
19,5,5,0.3733333333333333,0.98
15,6,0,0.2966666666666667,0.9133333333333332
15,6,6,0.7166666666666667,0.0733333333333333
16,6,0,0.3333333333333333,0.3933333333333333
16,6,6,0.6033333333333334,0.54
17,6,0,0.5333333333333333,0.5266666666666666
17,6,6,0.5233333333333333,0.4766666666666667
18,6,0,0.6633333333333333,0.6733333333333333
18,6,6,0.3,0.2866666666666667
19,6,0,0.54,0.0033333333333333
19,6,6,0.4,0.98
15,7,0,0.6266666666666667,0.9933333333333332
15,7,7,0.4133333333333333,0.0
